CustomerID,Age,Gender,Tenure,Contract,PaymentMethod,SubscriptionPlan,MonthlyCharges,TotalCharges,LastLoginDays,JoinMonth,Churn,ChurnLabel,TenureBucket,AgeGroup,ChargeBracket,AutoPay
CUST-01990,34,Female,8,Month-to-Month,Credit Card (Auto),Standard,55.58,440.66,40,2023-08,0,No,3–12 months,26–35,High ($55–75),1
CUST-01991,27,Female,37,Month-to-Month,Electronic Check,Basic,33.25,1223.3,0,2023-03,0,No,24+ months,26–35,Mid ($30–55),0
CUST-01992,71,Male,72,Two Year,Bank Transfer (Auto),Basic,19.55,1414.76,12,2022-10,0,No,24+ months,60+,Low (<$30),1
CUST-01993,18,Male,72,One Year,Electronic Check,Premium,80.97,5824.63,23,2023-11,0,No,24+ months,18–25,Very High (>$75),0
CUST-01994,39,Female,8,Month-to-Month,Mailed Check,Premium,92.44,746.39,0,2023-12,0,No,3–12 months,36–45,Very High (>$75),0
CUST-01995,43,Male,3,Month-to-Month,Credit Card (Auto),Basic,31.92,91.69,6,2023-10,1,Yes,0–3 months,36–45,Mid ($30–55),1
CUST-01996,35,Male,5,Two Year,Electronic Check,Standard,53.18,274.58,56,2022-08,0,No,3–12 months,26–35,Mid ($30–55),0
CUST-01997,67,Female,38,Two Year,Credit Card (Auto),Basic,28.14,1063.7,3,2022-02,0,No,24+ months,60+,Low (<$30),1
CUST-01998,31,Male,41,Month-to-Month,Electronic Check,Basic,24.5,995.89,11,2023-05,1,Yes,24+ months,26–35,Low (<$30),0
CUST-01999,64,Female,35,Month-to-Month,Mailed Check,Basic,18.17,644.68,20,2022-09,0,No,24+ months,60+,Low (<$30),0
CUST-02000,46,Female,13,Two Year,Credit Card (Auto),Standard,48.43,622.9,7,2022-09,0,No,12–24 months,46–60,Mid ($30–55),1
CUST-02001,29,Male,5,One Year,Credit Card (Auto),Basic,18.91,103.43,7,2023-03,1,Yes,3–12 months,26–35,Low (<$30),1
CUST-02002,53,Female,27,Two Year,Electronic Check,Basic,28.09,764.91,0,2023-01,0,No,24+ months,46–60,Low (<$30),0
CUST-02003,52,Male,21,Month-to-Month,Electronic Check,Basic,22.74,469.18,3,2022-09,1,Yes,12–24 months,46–60,Low (<$30),0
CUST-02004,69,Male,41,Two Year,Bank Transfer (Auto),Basic,20.44,836.94,31,2022-04,1,Yes,24+ months,60+,Low (<$30),1
CUST-02005,29,Male,18,Month-to-Month,Electronic Check,Standard,63.99,1143.29,25,2022-09,1,Yes,12–24 months,26–35,High ($55–75),0
CUST-02006,24,Male,13,Month-to-Month,Mailed Check,Basic,20.05,257.25,5,2022-09,0,No,12–24 months,18–25,Low (<$30),0
CUST-02007,46,Female,11,One Year,Credit Card (Auto),Premium,89.45,980.98,7,2023-03,0,No,3–12 months,46–60,Very High (>$75),1
CUST-02008,28,Male,7,Month-to-Month,Mailed Check,Basic,33.19,234.32,8,2022-11,1,Yes,3–12 months,26–35,Mid ($30–55),0
CUST-02009,50,Male,9,Two Year,Electronic Check,Basic,20.78,196.54,6,2023-09,0,No,3–12 months,46–60,Low (<$30),0
CUST-02010,23,Male,3,Month-to-Month,Mailed Check,Basic,21.64,58.32,15,2023-01,1,Yes,0–3 months,18–25,Low (<$30),0
CUST-02011,64,Female,13,Two Year,Credit Card (Auto),Basic,27.74,357.2,0,2023-05,0,No,12–24 months,60+,Low (<$30),1
CUST-02012,32,Female,1,Month-to-Month,Bank Transfer (Auto),Basic,26.63,28.37,31,2023-12,1,Yes,0–3 months,26–35,Low (<$30),1
CUST-02013,49,Male,6,One Year,Bank Transfer (Auto),Basic,26.85,154.53,5,2022-01,1,Yes,3–12 months,46–60,Low (<$30),1
CUST-02014,68,Male,43,Month-to-Month,Electronic Check,Premium,87.42,3763.27,30,2022-03,0,No,24+ months,60+,Very High (>$75),0
CUST-02015,28,Male,12,One Year,Electronic Check,Standard,64.14,767.75,9,2022-03,0,No,3–12 months,26–35,High ($55–75),0
CUST-02016,40,Male,35,One Year,Electronic Check,Premium,78.91,2770.84,22,2023-09,0,No,24+ months,36–45,Very High (>$75),0
CUST-02017,43,Female,40,Month-to-Month,Mailed Check,Basic,30.92,1239.4,26,2023-03,0,No,24+ months,36–45,Mid ($30–55),0
CUST-02018,51,Female,27,Month-to-Month,Electronic Check,Standard,51.94,1399.64,5,2022-05,0,No,24+ months,46–60,Mid ($30–55),0
CUST-02019,63,Male,72,Month-to-Month,Mailed Check,Basic,24.34,1756.87,15,2023-09,0,No,24+ months,60+,Low (<$30),0
CUST-02020,51,Male,1,Two Year,Bank Transfer (Auto),Standard,49.51,56.29,14,2022-04,1,Yes,0–3 months,46–60,Mid ($30–55),1
CUST-02021,46,Male,42,Month-to-Month,Bank Transfer (Auto),Premium,85.57,3599.95,9,2022-01,0,No,24+ months,46–60,Very High (>$75),1
CUST-02022,21,Female,72,Month-to-Month,Electronic Check,Premium,91.66,6594.78,9,2022-04,0,No,24+ months,18–25,Very High (>$75),0
CUST-02023,34,Male,63,Month-to-Month,Bank Transfer (Auto),Basic,19.67,1237.55,5,2022-08,0,No,24+ months,26–35,Low (<$30),1
CUST-02024,52,Female,5,Two Year,Bank Transfer (Auto),Basic,22.68,112.44,5,2023-09,0,No,3–12 months,46–60,Low (<$30),1
CUST-02025,30,Female,12,Month-to-Month,Electronic Check,Basic,24.33,289.73,11,2022-07,0,No,3–12 months,26–35,Low (<$30),0
CUST-02026,58,Male,6,Month-to-Month,Electronic Check,Basic,19.76,114.78,0,2022-01,0,No,3–12 months,46–60,Low (<$30),0
CUST-02027,56,Female,29,One Year,Bank Transfer (Auto),Basic,30.95,902.6,40,2022-05,0,No,24+ months,46–60,Mid ($30–55),1
CUST-02028,32,Female,39,One Year,Mailed Check,Basic,31.37,1213.67,15,2023-01,0,No,24+ months,26–35,Mid ($30–55),0
CUST-02029,46,Female,12,Month-to-Month,Electronic Check,Basic,32.2,382.27,8,2022-12,1,Yes,3–12 months,46–60,Mid ($30–55),0
CUST-02030,46,Male,24,Two Year,Electronic Check,Standard,57.92,1382.91,0,2022-08,0,No,12–24 months,46–60,High ($55–75),0
CUST-02031,28,Male,37,One Year,Electronic Check,Standard,56.61,2087.15,14,2023-09,0,No,24+ months,26–35,High ($55–75),0
CUST-02032,69,Female,17,Month-to-Month,Credit Card (Auto),Premium,82.45,1397.19,0,2023-05,0,No,12–24 months,60+,Very High (>$75),1
CUST-02033,49,Female,61,Month-to-Month,Bank Transfer (Auto),Basic,29.13,1782.17,17,2022-02,1,Yes,24+ months,46–60,Low (<$30),1
CUST-02034,19,Female,47,Two Year,Mailed Check,Basic,25.55,1210.24,1,2023-10,1,Yes,24+ months,18–25,Low (<$30),0
CUST-02035,64,Female,2,Month-to-Month,Credit Card (Auto),Standard,64.49,129.27,16,2023-06,1,Yes,0–3 months,60+,High ($55–75),1
CUST-02036,31,Female,31,Month-to-Month,Bank Transfer (Auto),Standard,64.45,1994.73,7,2022-09,0,No,24+ months,26–35,High ($55–75),1
CUST-02037,37,Female,8,Month-to-Month,Bank Transfer (Auto),Basic,33.38,273.62,16,2022-09,1,Yes,3–12 months,36–45,Mid ($30–55),1
CUST-02038,39,Male,26,One Year,Electronic Check,Premium,84.11,2178.2,2,2023-01,0,No,24+ months,36–45,Very High (>$75),0
CUST-02039,28,Female,72,One Year,Bank Transfer (Auto),Basic,24.25,1737.86,1,2023-06,0,No,24+ months,26–35,Low (<$30),1
CUST-02040,44,Female,67,One Year,Electronic Check,Standard,62.49,4183.74,4,2023-05,0,No,24+ months,36–45,High ($55–75),0
CUST-02041,20,Female,16,Month-to-Month,Mailed Check,Standard,60.39,965.21,7,2022-07,0,No,12–24 months,18–25,High ($55–75),0
CUST-02042,34,Female,11,One Year,Electronic Check,Basic,29.96,335.52,4,2022-07,0,No,3–12 months,26–35,Low (<$30),0
CUST-02043,61,Male,8,One Year,Electronic Check,Standard,52.74,430.43,1,2023-07,0,No,3–12 months,60+,Mid ($30–55),0
CUST-02044,45,Female,24,Month-to-Month,Electronic Check,Standard,62.16,1492.47,5,2022-02,0,No,12–24 months,36–45,High ($55–75),0
CUST-02045,46,Female,3,Two Year,Mailed Check,Basic,27.84,83.43,18,2023-04,1,Yes,0–3 months,46–60,Low (<$30),0
CUST-02046,38,Male,25,Month-to-Month,Credit Card (Auto),Premium,85.59,2134.01,13,2023-10,0,No,24+ months,36–45,Very High (>$75),1
CUST-02047,64,Male,1,One Year,Mailed Check,Basic,32.7,31.72,49,2023-11,1,Yes,0–3 months,60+,Mid ($30–55),0
CUST-02048,33,Male,12,Month-to-Month,Credit Card (Auto),Standard,54.69,664.75,8,2022-02,0,No,3–12 months,26–35,Mid ($30–55),1
CUST-02049,54,Male,7,One Year,Bank Transfer (Auto),Basic,29.11,201.63,6,2023-03,1,Yes,3–12 months,46–60,Low (<$30),1
CUST-02050,37,Male,72,Two Year,Mailed Check,Standard,55.91,4019.73,17,2023-04,0,No,24+ months,36–45,High ($55–75),0
CUST-02051,23,Male,41,Two Year,Electronic Check,Basic,28.07,1147.62,7,2023-04,0,No,24+ months,18–25,Low (<$30),0
CUST-02052,36,Female,13,Month-to-Month,Credit Card (Auto),Premium,78.68,1023.13,14,2022-06,1,Yes,12–24 months,36–45,Very High (>$75),1
CUST-02053,22,Female,3,Month-to-Month,Electronic Check,Standard,55.83,169.46,43,2023-10,0,No,0–3 months,18–25,High ($55–75),0
CUST-02054,20,Female,23,Month-to-Month,Bank Transfer (Auto),Basic,27.45,630.0,10,2022-11,0,No,12–24 months,18–25,Low (<$30),1
CUST-02055,18,Female,7,Two Year,Bank Transfer (Auto),Basic,26.37,189.76,10,2023-12,1,Yes,3–12 months,18–25,Low (<$30),1
CUST-02056,55,Male,24,One Year,Mailed Check,Premium,92.4,2219.29,22,2022-09,0,No,12–24 months,46–60,Very High (>$75),0
CUST-02057,32,Male,57,Month-to-Month,Electronic Check,Premium,83.28,4750.26,21,2023-06,0,No,24+ months,26–35,Very High (>$75),0
CUST-02058,51,Female,30,Month-to-Month,Mailed Check,Standard,63.02,1897.86,10,2023-11,0,No,24+ months,46–60,High ($55–75),0
CUST-02059,52,Male,32,Two Year,Credit Card (Auto),Standard,54.85,1762.51,1,2022-06,0,No,24+ months,46–60,Mid ($30–55),1
CUST-02060,66,Female,24,Month-to-Month,Credit Card (Auto),Premium,89.8,2149.27,59,2023-11,1,Yes,12–24 months,60+,Very High (>$75),1
CUST-02061,42,Female,72,Month-to-Month,Credit Card (Auto),Basic,19.46,1403.59,7,2022-04,0,No,24+ months,36–45,Low (<$30),1
CUST-02062,41,Female,72,Month-to-Month,Electronic Check,Standard,51.39,3704.41,5,2023-06,1,Yes,24+ months,36–45,Mid ($30–55),0
CUST-02063,29,Female,23,Month-to-Month,Mailed Check,Standard,60.93,1394.31,59,2022-02,1,Yes,12–24 months,26–35,High ($55–75),0
CUST-02064,35,Male,11,One Year,Electronic Check,Standard,48.2,537.06,30,2023-01,0,No,3–12 months,26–35,Mid ($30–55),0
CUST-02065,32,Male,19,Two Year,Credit Card (Auto),Basic,34.45,648.16,6,2022-01,0,No,12–24 months,26–35,Mid ($30–55),1
CUST-02066,61,Female,6,Two Year,Electronic Check,Standard,51.23,313.37,5,2022-09,1,Yes,3–12 months,60+,Mid ($30–55),0
CUST-02067,33,Male,32,Month-to-Month,Mailed Check,Standard,63.31,2019.15,19,2023-02,1,Yes,24+ months,26–35,High ($55–75),0
CUST-02068,44,Female,22,Two Year,Credit Card (Auto),Premium,86.76,1913.56,6,2022-04,0,No,12–24 months,36–45,Very High (>$75),1
CUST-02069,25,Male,3,Month-to-Month,Mailed Check,Standard,57.59,165.73,4,2023-09,0,No,0–3 months,18–25,High ($55–75),0
CUST-02070,63,Female,7,Month-to-Month,Mailed Check,Premium,79.42,553.52,58,2022-04,1,Yes,3–12 months,60+,Very High (>$75),0
CUST-02071,42,Female,20,Two Year,Electronic Check,Premium,84.2,1676.87,12,2023-08,1,Yes,12–24 months,36–45,Very High (>$75),0
CUST-02072,34,Female,69,Month-to-Month,Mailed Check,Standard,50.65,3490.26,21,2023-03,0,No,24+ months,26–35,Mid ($30–55),0
CUST-02073,46,Male,26,Month-to-Month,Credit Card (Auto),Basic,26.93,709.87,18,2023-10,1,Yes,24+ months,46–60,Low (<$30),1
CUST-02074,70,Male,36,Two Year,Mailed Check,Standard,57.35,2056.75,21,2023-03,1,Yes,24+ months,60+,High ($55–75),0
CUST-02075,25,Female,13,Month-to-Month,Electronic Check,Premium,90.05,1168.78,35,2023-01,1,Yes,12–24 months,18–25,Very High (>$75),0
CUST-02076,32,Male,27,One Year,Electronic Check,Basic,32.92,892.38,10,2023-02,1,Yes,24+ months,26–35,Mid ($30–55),0
CUST-02077,44,Female,18,Two Year,Electronic Check,Standard,55.95,998.99,20,2023-10,0,No,12–24 months,36–45,High ($55–75),0
CUST-02078,63,Female,34,Month-to-Month,Bank Transfer (Auto),Basic,21.96,738.82,23,2022-01,0,No,24+ months,60+,Low (<$30),1
CUST-02079,67,Female,1,Month-to-Month,Electronic Check,Basic,23.66,16.53,43,2022-01,1,Yes,0–3 months,60+,Low (<$30),0
CUST-02080,69,Female,21,Month-to-Month,Bank Transfer (Auto),Standard,62.39,1313.09,18,2023-11,0,No,12–24 months,60+,High ($55–75),1
CUST-02081,24,Male,11,Month-to-Month,Mailed Check,Standard,50.47,563.36,33,2022-01,1,Yes,3–12 months,18–25,Mid ($30–55),0
CUST-02082,20,Female,12,Month-to-Month,Bank Transfer (Auto),Standard,58.65,710.32,1,2023-03,0,No,3–12 months,18–25,High ($55–75),1
CUST-02083,46,Female,72,One Year,Electronic Check,Premium,78.21,5640.78,2,2022-01,0,No,24+ months,46–60,Very High (>$75),0
CUST-02084,61,Male,6,Month-to-Month,Bank Transfer (Auto),Basic,22.17,134.58,2,2022-06,0,No,3–12 months,60+,Low (<$30),1
CUST-02085,70,Female,11,Month-to-Month,Mailed Check,Basic,28.04,317.67,2,2023-12,1,Yes,3–12 months,60+,Low (<$30),0
CUST-02086,41,Male,22,One Year,Mailed Check,Premium,85.75,1882.6,1,2022-07,0,No,12–24 months,36–45,Very High (>$75),0
CUST-02087,20,Male,63,One Year,Credit Card (Auto),Standard,56.38,3550.37,1,2023-10,0,No,24+ months,18–25,High ($55–75),1
CUST-02088,37,Male,17,Two Year,Electronic Check,Basic,29.22,494.66,82,2023-11,0,No,12–24 months,36–45,Low (<$30),0
CUST-02089,63,Female,43,Month-to-Month,Mailed Check,Standard,51.98,2226.09,4,2022-02,0,No,24+ months,60+,Mid ($30–55),0
CUST-02090,32,Male,62,Two Year,Electronic Check,Premium,82.76,5137.71,9,2023-10,0,No,24+ months,26–35,Very High (>$75),0
CUST-02091,42,Female,11,One Year,Mailed Check,Standard,59.63,646.42,25,2022-09,0,No,3–12 months,36–45,High ($55–75),0
CUST-02092,47,Female,15,Month-to-Month,Mailed Check,Premium,87.14,1311.7,1,2022-04,0,No,12–24 months,46–60,Very High (>$75),0
CUST-02093,31,Male,14,Month-to-Month,Electronic Check,Basic,18.24,253.5,5,2023-06,1,Yes,12–24 months,26–35,Low (<$30),0
CUST-02094,24,Male,57,Month-to-Month,Bank Transfer (Auto),Basic,29.39,1665.35,2,2023-03,0,No,24+ months,18–25,Low (<$30),1
CUST-02095,34,Female,1,One Year,Bank Transfer (Auto),Premium,88.53,84.33,0,2023-12,1,Yes,0–3 months,26–35,Very High (>$75),1
CUST-02096,61,Male,11,Month-to-Month,Bank Transfer (Auto),Standard,49.33,539.55,48,2022-08,0,No,3–12 months,60+,Mid ($30–55),1
CUST-02097,37,Female,36,Two Year,Electronic Check,Basic,30.7,1114.49,29,2022-07,1,Yes,24+ months,36–45,Mid ($30–55),0
CUST-02098,53,Male,26,One Year,Electronic Check,Standard,56.87,1481.84,31,2022-08,1,Yes,24+ months,46–60,High ($55–75),0
CUST-02099,26,Male,18,Two Year,Bank Transfer (Auto),Standard,51.47,927.33,30,2023-01,0,No,12–24 months,26–35,Mid ($30–55),1
CUST-02100,55,Female,24,Month-to-Month,Electronic Check,Basic,27.5,652.54,2,2022-03,1,Yes,12–24 months,46–60,Low (<$30),0
CUST-02101,65,Male,7,Month-to-Month,Bank Transfer (Auto),Standard,58.11,404.59,23,2022-06,0,No,3–12 months,60+,High ($55–75),1
CUST-02102,39,Male,18,Month-to-Month,Electronic Check,Basic,33.63,596.06,19,2022-07,0,No,12–24 months,36–45,Mid ($30–55),0
CUST-02103,71,Male,22,Month-to-Month,Electronic Check,Basic,30.61,678.65,38,2022-05,1,Yes,12–24 months,60+,Mid ($30–55),0
CUST-02104,70,Male,72,Two Year,Credit Card (Auto),Standard,53.12,3817.9,3,2023-06,0,No,24+ months,60+,Mid ($30–55),1
CUST-02105,70,Female,9,Month-to-Month,Bank Transfer (Auto),Basic,20.0,181.89,8,2023-03,1,Yes,3–12 months,60+,Low (<$30),1
CUST-02106,19,Female,64,Month-to-Month,Bank Transfer (Auto),Basic,32.49,2083.35,5,2023-11,0,No,24+ months,18–25,Mid ($30–55),1
CUST-02107,41,Male,33,Month-to-Month,Credit Card (Auto),Premium,92.37,3045.54,4,2022-02,0,No,24+ months,36–45,Very High (>$75),1
CUST-02108,25,Female,1,Month-to-Month,Bank Transfer (Auto),Standard,50.97,53.62,15,2023-10,1,Yes,0–3 months,18–25,Mid ($30–55),1
CUST-02109,28,Female,41,Two Year,Mailed Check,Standard,49.05,2016.33,2,2023-08,0,No,24+ months,26–35,Mid ($30–55),0
CUST-02110,30,Male,1,One Year,Credit Card (Auto),Basic,30.09,23.77,9,2022-10,1,Yes,0–3 months,26–35,Mid ($30–55),1
CUST-02111,34,Male,72,One Year,Bank Transfer (Auto),Basic,30.27,2181.46,15,2022-04,0,No,24+ months,26–35,Mid ($30–55),1
CUST-02112,25,Female,65,Month-to-Month,Bank Transfer (Auto),Standard,51.0,3319.68,2,2022-12,0,No,24+ months,18–25,Mid ($30–55),1
CUST-02113,38,Female,11,Two Year,Mailed Check,Basic,29.35,319.99,4,2023-09,1,Yes,3–12 months,36–45,Low (<$30),0
CUST-02114,35,Female,9,One Year,Credit Card (Auto),Standard,52.73,467.82,51,2023-03,1,Yes,3–12 months,26–35,Mid ($30–55),1
CUST-02115,47,Female,15,Month-to-Month,Electronic Check,Standard,52.42,782.02,23,2022-11,0,No,12–24 months,46–60,Mid ($30–55),0
CUST-02116,35,Male,14,Month-to-Month,Electronic Check,Standard,53.51,757.8,16,2023-02,0,No,12–24 months,26–35,Mid ($30–55),0
CUST-02117,63,Female,14,Two Year,Electronic Check,Basic,26.84,372.91,29,2022-07,0,No,12–24 months,60+,Low (<$30),0
CUST-02118,64,Female,12,One Year,Electronic Check,Basic,31.67,372.19,0,2023-12,0,No,3–12 months,60+,Mid ($30–55),0
CUST-02119,48,Female,31,One Year,Electronic Check,Premium,86.47,2672.22,0,2023-02,0,No,24+ months,46–60,Very High (>$75),0
CUST-02120,55,Male,5,Month-to-Month,Credit Card (Auto),Premium,83.06,408.91,2,2022-08,0,No,3–12 months,46–60,Very High (>$75),1
CUST-02121,49,Male,59,Month-to-Month,Bank Transfer (Auto),Standard,63.02,3710.73,10,2023-02,0,No,24+ months,46–60,High ($55–75),1
CUST-02122,28,Male,53,One Year,Electronic Check,Premium,78.93,4183.19,12,2023-11,1,Yes,24+ months,26–35,Very High (>$75),0
CUST-02123,62,Female,20,One Year,Bank Transfer (Auto),Standard,61.54,1227.75,1,2022-06,0,No,12–24 months,60+,High ($55–75),1
CUST-02124,42,Male,61,Month-to-Month,Mailed Check,Basic,31.32,1917.35,1,2023-06,1,Yes,24+ months,36–45,Mid ($30–55),0
CUST-02125,50,Male,9,One Year,Mailed Check,Basic,22.3,208.32,26,2023-02,0,No,3–12 months,46–60,Low (<$30),0
CUST-02126,55,Male,1,Month-to-Month,Mailed Check,Basic,21.36,20.83,9,2022-08,1,Yes,0–3 months,46–60,Low (<$30),0
CUST-02127,58,Male,30,One Year,Credit Card (Auto),Standard,62.86,1893.57,73,2022-04,0,No,24+ months,46–60,High ($55–75),1
CUST-02128,25,Female,19,Two Year,Electronic Check,Standard,57.49,1091.32,3,2023-12,0,No,12–24 months,18–25,High ($55–75),0
CUST-02129,28,Female,26,Two Year,Electronic Check,Premium,78.77,2050.86,15,2022-12,0,No,24+ months,26–35,Very High (>$75),0
CUST-02130,39,Female,72,Month-to-Month,Electronic Check,Premium,93.13,6698.61,24,2022-05,0,No,24+ months,36–45,Very High (>$75),0
CUST-02131,68,Male,72,Month-to-Month,Bank Transfer (Auto),Premium,83.92,6033.29,30,2023-01,0,No,24+ months,60+,Very High (>$75),1
CUST-02132,41,Female,32,Two Year,Bank Transfer (Auto),Premium,83.81,2675.12,5,2023-07,0,No,24+ months,36–45,Very High (>$75),1
CUST-02133,58,Male,46,One Year,Electronic Check,Premium,88.93,4085.82,3,2023-10,0,No,24+ months,46–60,Very High (>$75),0
CUST-02134,34,Male,2,Month-to-Month,Electronic Check,Basic,29.23,63.48,3,2022-12,1,Yes,0–3 months,26–35,Low (<$30),0
CUST-02135,29,Male,5,Two Year,Bank Transfer (Auto),Basic,24.0,113.47,16,2023-06,0,No,3–12 months,26–35,Low (<$30),1
CUST-02136,63,Male,42,Month-to-Month,Bank Transfer (Auto),Standard,50.43,2110.67,11,2022-06,0,No,24+ months,60+,Mid ($30–55),1
CUST-02137,49,Male,18,Month-to-Month,Mailed Check,Standard,57.38,1041.39,10,2022-06,0,No,12–24 months,46–60,High ($55–75),0
CUST-02138,32,Female,18,Month-to-Month,Credit Card (Auto),Standard,58.62,1058.94,0,2023-05,0,No,12–24 months,26–35,High ($55–75),1
CUST-02139,33,Female,11,Month-to-Month,Credit Card (Auto),Premium,92.61,1018.18,7,2023-04,0,No,3–12 months,26–35,Very High (>$75),1
CUST-02140,71,Female,29,Month-to-Month,Electronic Check,Premium,86.23,2492.57,5,2022-12,0,No,24+ months,60+,Very High (>$75),0
CUST-02141,39,Male,6,Two Year,Bank Transfer (Auto),Standard,58.97,360.86,29,2022-05,0,No,3–12 months,36–45,High ($55–75),1
CUST-02142,45,Male,31,Month-to-Month,Electronic Check,Standard,48.91,1508.38,22,2023-02,1,Yes,24+ months,36–45,Mid ($30–55),0
CUST-02143,37,Male,6,Month-to-Month,Bank Transfer (Auto),Premium,93.2,561.42,8,2023-04,0,No,3–12 months,36–45,Very High (>$75),1
CUST-02144,50,Female,2,Two Year,Mailed Check,Basic,23.55,50.45,14,2022-05,1,Yes,0–3 months,46–60,Low (<$30),0
CUST-02145,27,Female,12,One Year,Electronic Check,Basic,28.74,342.88,0,2022-08,0,No,3–12 months,26–35,Low (<$30),0
CUST-02146,57,Female,8,One Year,Bank Transfer (Auto),Premium,93.56,756.7,15,2022-07,0,No,3–12 months,46–60,Very High (>$75),1
CUST-02147,49,Male,70,Month-to-Month,Credit Card (Auto),Standard,61.77,4314.91,1,2023-01,0,No,24+ months,46–60,High ($55–75),1
CUST-02148,67,Female,1,Two Year,Electronic Check,Standard,58.83,65.19,18,2022-03,1,Yes,0–3 months,60+,High ($55–75),0
CUST-02149,50,Male,6,Month-to-Month,Electronic Check,Premium,89.95,540.78,12,2023-02,1,Yes,3–12 months,46–60,Very High (>$75),0
CUST-02150,19,Female,25,Month-to-Month,Electronic Check,Standard,63.65,1593.47,5,2023-05,0,No,24+ months,18–25,High ($55–75),0
CUST-02151,50,Female,20,Month-to-Month,Bank Transfer (Auto),Standard,61.8,1245.74,6,2022-07,1,Yes,12–24 months,46–60,High ($55–75),1
CUST-02152,50,Female,1,Month-to-Month,Credit Card (Auto),Standard,58.36,60.01,1,2022-09,1,Yes,0–3 months,46–60,High ($55–75),1
CUST-02153,58,Female,1,Month-to-Month,Mailed Check,Basic,29.19,35.13,5,2022-10,1,Yes,0–3 months,46–60,Low (<$30),0
CUST-02154,30,Male,72,One Year,Bank Transfer (Auto),Basic,20.49,1468.35,51,2022-10,0,No,24+ months,26–35,Low (<$30),1
CUST-02155,47,Female,34,Month-to-Month,Credit Card (Auto),Premium,85.98,2929.51,9,2023-11,0,No,24+ months,46–60,Very High (>$75),1
CUST-02156,50,Female,14,One Year,Mailed Check,Basic,23.11,328.76,9,2023-01,0,No,12–24 months,46–60,Low (<$30),0
CUST-02157,30,Male,20,Month-to-Month,Bank Transfer (Auto),Basic,25.33,515.96,14,2022-10,0,No,12–24 months,26–35,Low (<$30),1
CUST-02158,69,Male,9,Month-to-Month,Mailed Check,Standard,59.25,541.96,9,2023-11,1,Yes,3–12 months,60+,High ($55–75),0
CUST-02159,43,Male,13,Month-to-Month,Credit Card (Auto),Basic,20.53,261.17,6,2022-06,0,No,12–24 months,36–45,Low (<$30),1
CUST-02160,39,Male,33,Two Year,Electronic Check,Premium,78.29,2582.87,2,2023-09,0,No,24+ months,36–45,Very High (>$75),0
CUST-02161,56,Male,68,Two Year,Electronic Check,Basic,24.74,1690.55,14,2023-02,0,No,24+ months,46–60,Low (<$30),0
CUST-02162,19,Female,6,Two Year,Electronic Check,Standard,53.47,323.64,20,2022-05,1,Yes,3–12 months,18–25,Mid ($30–55),0
CUST-02163,55,Male,58,One Year,Credit Card (Auto),Basic,25.14,1457.39,38,2023-01,0,No,24+ months,46–60,Low (<$30),1
CUST-02164,56,Male,4,One Year,Mailed Check,Premium,93.82,367.46,0,2022-08,1,Yes,3–12 months,46–60,Very High (>$75),0
CUST-02165,43,Female,7,One Year,Mailed Check,Standard,60.01,417.11,1,2022-09,0,No,3–12 months,36–45,High ($55–75),0
CUST-02166,63,Female,1,One Year,Credit Card (Auto),Standard,53.56,56.86,34,2023-08,0,No,0–3 months,60+,Mid ($30–55),1
CUST-02167,67,Female,4,Month-to-Month,Credit Card (Auto),Premium,81.04,329.7,14,2022-10,0,No,3–12 months,60+,Very High (>$75),1
CUST-02168,32,Male,72,Month-to-Month,Credit Card (Auto),Basic,28.5,2050.94,47,2022-01,0,No,24+ months,26–35,Low (<$30),1
CUST-02169,51,Female,19,Month-to-Month,Electronic Check,Standard,59.17,1115.35,8,2022-05,0,No,12–24 months,46–60,High ($55–75),0
CUST-02170,59,Female,2,Month-to-Month,Credit Card (Auto),Premium,86.21,175.08,8,2023-08,1,Yes,0–3 months,46–60,Very High (>$75),1
CUST-02171,61,Male,72,Month-to-Month,Electronic Check,Standard,51.61,3724.35,6,2022-04,0,No,24+ months,60+,Mid ($30–55),0
CUST-02172,66,Male,67,Month-to-Month,Electronic Check,Standard,48.48,3248.09,2,2022-01,0,No,24+ months,60+,Mid ($30–55),0
CUST-02173,57,Female,44,Month-to-Month,Mailed Check,Basic,22.51,999.01,7,2023-07,1,Yes,24+ months,46–60,Low (<$30),0
CUST-02174,28,Female,72,Month-to-Month,Mailed Check,Basic,25.76,1851.8,0,2023-07,1,Yes,24+ months,26–35,Low (<$30),0
CUST-02175,20,Female,7,Two Year,Electronic Check,Basic,31.38,227.39,10,2023-12,0,No,3–12 months,18–25,Mid ($30–55),0
CUST-02176,23,Female,57,Month-to-Month,Mailed Check,Premium,92.5,5278.23,28,2023-10,0,No,24+ months,18–25,Very High (>$75),0
CUST-02177,26,Female,37,Month-to-Month,Credit Card (Auto),Premium,85.01,3154.6,5,2023-10,0,No,24+ months,26–35,Very High (>$75),1
CUST-02178,23,Female,65,Two Year,Mailed Check,Basic,31.52,2054.62,1,2023-03,0,No,24+ months,18–25,Mid ($30–55),0
CUST-02179,26,Male,51,Month-to-Month,Mailed Check,Basic,34.88,1775.31,54,2022-11,1,Yes,24+ months,26–35,Mid ($30–55),0
CUST-02180,56,Male,13,Month-to-Month,Electronic Check,Basic,30.17,400.22,2,2023-10,0,No,12–24 months,46–60,Mid ($30–55),0
